wd,dr2name,source_id,teffh,g_gaia_mag,pwd,ra,dec,massh
WDJ013510.56+845448.67,Gaia DR2 573696854950168064 ,573696854950168064,11808.3,20.00599,0.949383,23.7933765430105,84.9135521577495,0.395951
WDJ010043.61+851621.72,Gaia DR2 573776019786605952 ,573776019786605952,7461.952,20.05402,0.917494,15.1810910703583,85.2727630353396,0.390014
WDJ011809.83+853221.22,Gaia DR2 573864736631827456 ,573864736631827456,13895.45,20.13502,0.965081,19.5406156188604,85.5392458663635,0.344751
WDJ041505.17+872147.53,Gaia DR2 575123196408765696 ,575123196408765696,14201.96,20.00131,0.90474,63.7731315609468,87.3631431634263,0.459236
WDJ015209.40+855411.22,Gaia DR2 575354677965677184 ,575354677965677184,24489.52,20.20803,0.958103,28.0388122651443,85.9031490356042,0.435183
WDJ014601.13+860042.54,Gaia DR2 575359144732238976 ,575359144732238976,6529.483,20.65625,0.967575,26.5056902997763,86.0118046194557,0.551606
WDJ025023.36+883436.18,Gaia DR2 576227312241867008 ,576227312241867008,5805.378,20.04275,0.96783,42.5919545397351,88.576689012728,0.384861
WDJ090503.60+025546.88,Gaia DR2 577526110351639168 ,577526110351639168,15465,20.0895,0.988331,136.264932297639,2.92969992432368,0.554845
WDJ085404.14+022559.03,Gaia DR2 577916162102668928 ,577916162102668928,5195.52,20.18174,0.961665,133.517051794157,2.43262312253551,0.500913
WDJ085307.09+025015.43,Gaia DR2 578082845487898368 ,578082845487898368,12399.76,20.10245,0.982176,133.279461694837,2.83765327740865,0.458404
WDJ091933.94+042417.95,Gaia DR2 579424142299230592 ,579424142299230592,9774.847,20.19279,0.993114,139.891382154073,4.40495577172681,0.902429
WDJ085928.54+052806.16,Gaia DR2 583302875724488576 ,583302875724488576,10460.7,20.2106,0.984891,134.868959746527,5.46834734372848,0.453084
WDJ085957.16+052853.77,Gaia DR2 583323422848040576 ,583323422848040576,13799.66,20.32628,0.989322,134.988070854087,5.48158704431886,0.529466
WDJ090332.06+055523.59,Gaia DR2 583411349418374400 ,583411349418374400,10561,20.21758,0.984759,135.883546449223,5.92322806598388,0.51909
WDJ085701.01+063030.75,Gaia DR2 583637677015440512 ,583637677015440512,6955.647,20.47937,0.991007,134.254281775965,6.5083851578659,0.943935
WDJ085701.36+063033.15,Gaia DR2 583637677015441024 ,583637677015441024,6361.151,20.03302,0.992483,134.255732126455,6.50905223245779,0.674621
WDJ090028.28+073445.75,Gaia DR2 584921975315693952 ,584921975315693952,14370.77,20.0223,0.995715,135.117775717447,7.57931484754686,0.490949
WDJ090325.22+080837.09,Gaia DR2 585062369206520960 ,585062369206520960,17655.84,20.24513,0.997443,135.855064090969,8.14364635184405,0.881243
WDJ090138.04+083250.65,Gaia DR2 585146035170166912 ,585146035170166912,6913.664,20.26952,0.994177,135.408398653929,8.54732993633867,0.860733
WDJ090138.38+083254.04,Gaia DR2 585146035170167168 ,585146035170167168,5402.207,20.70176,0.971527,135.409831049984,8.54826635569546,0.719306
WDJ095318.87+260133.39,Gaia DR2 643840130524266240 ,643840130524266240,8581.442,20.27675,0.987589,148.328493729137,26.0259245774579,0.731145
WDJ093824.28+231955.99,Gaia DR2 644204794722331776 ,644204794722331776,9321.396,20.08006,0.995013,144.601160006111,23.3321512520489,1.104786
WDJ092544.95+240347.66,Gaia DR2 645236682089663488 ,645236682089663488,11619.38,20.29283,0.988314,141.437269799533,24.0632193955524,0.495892
WDJ094926.36+263723.49,Gaia DR2 646914605553106688 ,646914605553106688,11934.37,20.29528,0.995381,147.359910436291,26.6231606828834,1.279382
WDJ081600.52+121427.56,Gaia DR2 649466056645074816 ,649466056645074816,11170.3,20.12016,0.997061,124.002149416019,12.2409564174902,0.928798
WDJ081629.65+122332.21,Gaia DR2 650243205207568128 ,650243205207568128,11686.92,20.25346,0.996901,124.123491017393,12.3922710524103,0.923283
WDJ081531.21+141025.78,Gaia DR2 650749117997690112 ,650749117997690112,4795.178,20.38364,0.781995,123.879974545862,14.1735028011568,0.313764
WDJ082459.03+125220.52,Gaia DR2 650874359243075456 ,650874359243075456,17259.55,20.17645,0.902132,126.245914375395,12.8722888039991,0.381557
WDJ082214.46+132501.55,Gaia DR2 651152123367170048 ,651152123367170048,26513.88,20.12157,0.998041,125.560191966916,13.4171153007507,1.179743
WDJ083323.40+141201.88,Gaia DR2 651544339780105344 ,651544339780105344,10304.69,20.1261,0.995666,128.347472218944,14.2005551111029,0.972032
WDJ082442.17+155744.78,Gaia DR2 652810186902069120 ,652810186902069120,16685.62,20.22056,0.995089,126.175726410212,15.9624047691846,0.609
WDJ082517.43+160201.07,Gaia DR2 652904126426261760 ,652904126426261760,19256.73,20.07555,0.999024,126.322615549059,16.0335690135334,1.062214
WDJ082752.72+162815.39,Gaia DR2 652946114026423424 ,652946114026423424,6671.468,20.00865,0.944168,126.969624411466,16.4709781669259,0.566687
WDJ080240.75+134339.22,Gaia DR2 653518444188261504 ,653518444188261504,11546.04,20.27217,0.975408,120.669831163482,13.7275693240523,0.69801
WDJ075901.90+144758.54,Gaia DR2 654582599645160704 ,654582599645160704,11266.11,20.14157,0.994295,119.75795123397,14.7995382023107,0.646813
WDJ075603.01+145600.99,Gaia DR2 654646268240868480 ,654646268240868480,10812.76,20.0491,0.990887,119.012510122241,14.9335916510905,0.647522
WDJ075607.99+151206.13,Gaia DR2 654666403047869056 ,654666403047869056,10396.17,20.27135,0.996614,119.033328882115,15.2016107325855,1.036658
WDJ075827.32+154554.10,Gaia DR2 655086691367669504 ,655086691367669504,11085.43,20.03382,0.995472,119.613774364632,15.7649996078419,1.223175
WDJ081210.76+154526.72,Gaia DR2 655661190489902976 ,655661190489902976,8019.35,20.12766,0.90839,123.044776238568,15.7573715168294,0.326686
WDJ081052.97+170836.75,Gaia DR2 656643874709861888 ,656643874709861888,7093.175,20.0818,0.988861,122.72062105965,17.143494120067,0.684969
WDJ081948.90+180700.82,Gaia DR2 657148550547401728 ,657148550547401728,11335.1,20.34836,0.996996,124.953692213538,18.1168496403564,1.066885
WDJ083728.44+143417.28,Gaia DR2 657527267879358592 ,657527267879358592,12941.92,20.13094,0.997572,129.368503508548,14.5714205332093,0.907027
WDJ084523.03+162457.57,Gaia DR2 658139932078033024 ,658139932078033024,27554.87,20.03913,0.99662,131.345952351147,16.4159714413012,1.045783
WDJ084717.05+170949.70,Gaia DR2 658297780716733824 ,658297780716733824,19841.7,20.30626,0.996923,131.821057668746,17.1637764740731,1.204997
WDJ083956.81+165421.54,Gaia DR2 658451437466253824 ,658451437466253824,11344,20.03618,0.966236,129.986637761926,16.905952864649,0.372951
WDJ083313.40+163029.44,Gaia DR2 658719683943712256 ,658719683943712256,9277.341,20.29047,0.994989,128.305822772248,16.5080738763621,1.059865
WDJ083649.99+190048.68,Gaia DR2 659759791880266496 ,659759791880266496,19824.21,20.00597,0.990236,129.208290213641,19.0135005374676,0.667714
WDJ085155.24+182926.73,Gaia DR2 660037242470986624 ,660037242470986624,6273.914,20.37423,0.99027,132.980190135104,18.4908380370999,0.793134
WDJ085753.39+194315.79,Gaia DR2 660597035624607744 ,660597035624607744,13612.14,20.03735,0.997879,134.472443990748,19.7210306028641,0.727872
WDJ085523.33+200315.69,Gaia DR2 660817552129343232 ,660817552129343232,22927.9,20.04913,0.998806,133.847145775222,20.0543242977387,0.99299
WDJ084534.42+194258.88,Gaia DR2 661169327131137280 ,661169327131137280,20375.76,20.00537,0.952944,131.393356260333,19.7163541399768,0.466959
WDJ084227.73+192814.33,Gaia DR2 661232342890947712 ,661232342890947712,7658.268,20.22588,0.981248,130.615585144988,19.4705697274002,0.43471
WDJ084451.46+195948.85,Gaia DR2 661364902761617152 ,661364902761617152,16253.34,20.10723,0.997969,131.214386071992,19.9968632284105,1.124765
WDJ082741.01+185827.59,Gaia DR2 662515026284323968 ,662515026284323968,11270.82,20.50811,0.974227,126.920854301792,18.9743076227733,0.374556
WDJ082446.76+190218.06,Gaia DR2 662555021020422912 ,662555021020422912,8289.979,20.15467,0.994068,126.194683858817,19.03827185383,0.947919
WDJ081942.45+191512.55,Gaia DR2 663286368051245312 ,663286368051245312,11092.53,20.26459,0.994924,124.926838191913,19.2535149584152,0.62985
WDJ082539.48+192500.16,Gaia DR2 663340793876364544 ,663340793876364544,11411.4,20.0419,0.994059,126.414441879163,19.4166788816827,0.443996
WDJ082941.53+203909.53,Gaia DR2 663912750378000384 ,663912750378000384,10495.5,20.00093,0.982099,127.42300147263,20.6526318535565,0.412232
WDJ082759.18+211619.93,Gaia DR2 664179652528777856 ,664179652528777856,12911.46,20.21421,0.996275,126.996633225498,21.272179258801,1.199591
WDJ083508.89+221305.11,Gaia DR2 665657125575606400 ,665657125575606400,11950.25,20.21782,0.989559,128.787094112307,22.2180970866483,0.467325
WDJ083804.07+230246.99,Gaia DR2 666091879345400192 ,666091879345400192,13322.67,20.26113,0.996394,129.516834615998,23.0463730571276,1.205518
WDJ074833.41+152336.04,Gaia DR2 666837447010861184 ,666837447010861184,15025.43,20.05997,0.930683,117.139257982103,15.3932393244083,0.679537
WDJ075717.16+170442.91,Gaia DR2 667429740181644800 ,667429740181644800,9607.418,20.0769,0.953427,119.321396480256,17.0785740307877,0.465473
WDJ074714.38+165518.33,Gaia DR2 667892153540335872 ,667892153540335872,8621.825,20.13591,0.973835,116.810040479479,16.9214830598331,0.466726
WDJ074341.15+163605.01,Gaia DR2 667960018319829632 ,667960018319829632,21125.81,20.18412,0.946799,115.921481077885,16.6013550775733,0.917402
WDJ075458.96+180017.50,Gaia DR2 668393221604989696 ,668393221604989696,8940.977,20.28755,0.970097,118.745678316628,18.0048311425722,0.691759
WDJ074835.36+181832.68,Gaia DR2 668602094454075648 ,668602094454075648,11734.1,20.05534,0.994939,117.147316659728,18.3090594336235,1.258082
WDJ080851.46+190629.75,Gaia DR2 669471705072841088 ,669471705072841088,7632.643,20.21712,0.816221,122.214357813628,19.1082284278298,0.254631
WDJ075826.87+200006.11,Gaia DR2 670363374643327616 ,670363374643327616,12630.35,20.18596,0.996919,119.611885425907,20.0016704580936,1.130128
WDJ075921.35+195145.32,Gaia DR2 670369044000135936 ,670369044000135936,21507.28,20.44835,0.998203,119.838863704986,19.862540183417,1.273313
WDJ080417.83+194037.14,Gaia DR2 670483290129476480 ,670483290129476480,10095.39,20.42427,0.90099,121.07425659023,19.6768392107037,0.335725
WDJ073228.35+194528.01,Gaia DR2 672569476004425344 ,672569476004425344,11696.14,20.0981,0.995814,113.118107616694,19.757730190398,0.873972
WDJ081514.70+263554.06,Gaia DR2 682775967567699072 ,682775967567699072,10811.01,20.23244,0.996304,123.811195081866,26.5983404550459,0.921844
WDJ081027.99+265230.70,Gaia DR2 683537826046022400 ,683537826046022400,11046.42,20.36192,0.99356,122.616648864603,26.8752187073414,0.626005
WDJ080741.91+275443.56,Gaia DR2 683933826327299200 ,683933826327299200,10678.1,20.25315,0.993545,121.924565474368,27.9119840134451,0.875334
WDJ085404.92+212526.24,Gaia DR2 685756262553899648 ,685756262553899648,13979.64,20.05588,0.983302,133.520485176901,21.4238978975796,0.47163
WDJ090125.68+222955.72,Gaia DR2 686273342256295680 ,686273342256295680,17258.49,20.38224,0.992311,135.356957795202,22.4987701458733,1.077831
WDJ085100.17+235908.15,Gaia DR2 689520715489600896 ,689520715489600896,10267.04,20.16883,0.963781,132.750804347096,23.985543532903,0.432343
WDJ085428.54+241505.45,Gaia DR2 689727629833706624 ,689727629833706624,20461.32,20.26346,0.974869,133.618886851046,24.2515367438418,0.934399
WDJ085544.30+241720.71,Gaia DR2 689730962728343424 ,689730962728343424,9828.544,20.19497,0.986442,133.934456346148,24.2890673626423,0.602471
WDJ085706.12+242747.90,Gaia DR2 689786007029142400 ,689786007029142400,9654.997,20.08761,0.987524,134.275477905359,24.4632673368226,0.536322
WDJ085404.90+244848.85,Gaia DR2 690041987079907200 ,690041987079907200,22915.57,20.20521,0.998111,133.520378113244,24.8135310834474,1.073242
WDJ085110.46+254202.24,Gaia DR2 690905241146982400 ,690905241146982400,14980.46,20.37771,0.997745,132.79358264505,25.700647684907,1.117705
WDJ085005.04+271409.20,Gaia DR2 692788842004094592 ,692788842004094592,16342.68,20.04847,0.99724,132.521009429917,27.2358544360493,0.547035
WDJ092651.44+254858.95,Gaia DR2 693737037639816960 ,693737037639816960,19295.9,20.00382,0.972656,141.714216440899,25.8163807876299,0.609414
WDJ092750.71+271424.77,Gaia DR2 694445153192244864 ,694445153192244864,12000.22,20.06462,0.997009,141.961346108889,27.2402397128913,1.035347
WDJ091734.83+280106.04,Gaia DR2 695162344011809792 ,695162344011809792,11392.05,20.17815,0.986614,139.39514346473,28.0182836072492,0.519121
WDJ092117.21+274748.48,Gaia DR2 695317272071941760 ,695317272071941760,19318,20.34785,0.997097,140.321736592581,27.7967824039064,1.046477
WDJ092014.67+282801.21,Gaia DR2 695554010669376512 ,695554010669376512,11136.66,20.11348,0.963019,140.061088935305,28.4669280777253,0.62042
WDJ093339.68+272657.11,Gaia DR2 695811335044752640 ,695811335044752640,14263.65,20.03899,0.998188,143.415384049053,27.4491336304836,1.013759
WDJ093648.04+280147.29,Gaia DR2 695947571407354112 ,695947571407354112,8899.625,20.20138,0.77585,144.200091531433,28.0297522458004,0.278657
WDJ093432.16+290000.09,Gaia DR2 696243885495636864 ,696243885495636864,19150.9,20.32164,0.996279,143.633936920368,29.0000044901556,0.980058
WDJ093238.02+292410.96,Gaia DR2 696325833471887232 ,696325833471887232,8533.22,20.13181,0.987459,143.158401249455,29.4028900357794,0.715594
WDJ093829.21+285604.81,Gaia DR2 696391632370750592 ,696391632370750592,14554.07,20.11549,0.909244,144.621685738138,28.9346146085999,0.288209
WDJ090421.60+290109.06,Gaia DR2 699254382692289792 ,699254382692289792,16632.07,20.03925,0.994396,136.090071726786,29.0191446802525,0.733205
WDJ090536.32+301009.01,Gaia DR2 699611174215881728 ,699611174215881728,18563.67,20.15214,0.99777,136.401252727659,30.1691326299602,0.974331
WDJ090613.39+302940.33,Gaia DR2 699635226032314624 ,699635226032314624,19927.92,20.01696,0.998751,136.555754127801,30.4945451230116,1.033476
WDJ091539.10+322101.70,Gaia DR2 701539653186008192 ,701539653186008192,10370.68,20.06959,0.980306,138.912831912584,32.3504110387072,0.487871
WDJ092243.91+352837.02,Gaia DR2 702556078671936256 ,702556078671936256,9007.562,20.22115,0.992095,140.68287940998,35.4769243855598,0.678092
WDJ083530.43+262628.71,Gaia DR2 703059929875098240 ,703059929875098240,22635.01,20.0175,0.99682,128.876740099979,26.4413103773967,0.785434
WDJ084936.52+292632.24,Gaia DR2 705296748843044096 ,705296748843044096,25629.91,20.01258,0.998612,132.402090948089,29.4422158619847,1.264282
WDJ084934.92+294603.86,Gaia DR2 705357531220317440 ,705357531220317440,8268.731,20.17458,0.99256,132.395392272657,29.7676808813661,0.66647
WDJ082314.27+281259.16,Gaia DR2 707354725372421504 ,707354725372421504,9321.764,20.11887,0.986727,125.809359213157,28.2164527722888,0.534294
WDJ083213.05+293906.97,Gaia DR2 707747354103039232 ,707747354103039232,15223.12,20.10606,0.998436,128.054373256246,29.6519111718481,0.75178
WDJ082634.07+300208.97,Gaia DR2 708003883909711104 ,708003883909711104,10254.27,20.0863,0.990341,126.641963183728,30.0358071153601,0.622381
WDJ081905.22+293628.20,Gaia DR2 708296392658258944 ,708296392658258944,14610.47,20.26802,0.998017,124.771758288634,29.6077608144317,0.977475
WDJ082609.50+302458.54,Gaia DR2 708781616587326848 ,708781616587326848,10459.03,20.07831,0.976644,126.539594718582,30.4162238226242,0.405219
WDJ082615.37+303256.47,Gaia DR2 708787079785735808 ,708787079785735808,12042.63,20.00965,0.950955,126.56400648148,30.5490242596783,0.28524
WDJ082118.66+311639.87,Gaia DR2 709123912597032064 ,709123912597032064,17671.6,20.18144,0.998102,125.327753704564,31.2776292060315,1.211882
WDJ084022.79+311620.57,Gaia DR2 709490904666582656 ,709490904666582656,12130.55,20.01074,0.99778,130.094961335501,31.2723535728062,0.88903
WDJ083406.42+312319.83,Gaia DR2 709681188897648896 ,709681188897648896,16186.03,20.00168,0.996088,128.526678755833,31.388905189457,0.606978
WDJ083609.65+321556.65,Gaia DR2 709839552931972608 ,709839552931972608,7972.188,20.11414,0.985822,129.040218948455,32.2657043594216,0.491189
WDJ084412.54+330334.50,Gaia DR2 710125425955287808 ,710125425955287808,16901.89,20.01194,0.998832,131.052142629759,33.0595890736099,0.942729
WDJ083933.44+323453.07,Gaia DR2 710187518300430464 ,710187518300430464,9086.373,20.06916,0.994964,129.889225599189,32.5812543643185,0.96241
WDJ085848.96+313443.97,Gaia DR2 711915533964386560 ,711915533964386560,8461.061,20.04438,0.985359,134.703906081539,31.578850957948,0.661281
WDJ090825.26+330819.54,Gaia DR2 712386743416515328 ,712386743416515328,13619.6,20.20899,0.995021,137.10527254551,33.138753242214,0.622536
WDJ090340.16+330346.06,Gaia DR2 712528374258017152 ,712528374258017152,18601.24,20.18191,0.988638,135.917375998269,33.0627878792863,0.766771
WDJ085410.31+323748.61,Gaia DR2 712831942546379648 ,712831942546379648,12031.33,20.14589,0.982075,133.542855241069,32.6301895450253,0.615286
WDJ090232.15+335518.34,Gaia DR2 713420009468302720 ,713420009468302720,11392.33,20.46148,0.983066,135.633904088264,33.9217599016989,0.604444
WDJ090402.98+342343.17,Gaia DR2 713464956302566016 ,713464956302566016,7791.933,20.292,0.98294,136.012415387098,34.3953086186813,0.658435
WDJ091630.75+341205.44,Gaia DR2 714007870231946624 ,714007870231946624,10205.39,20.55097,0.980732,139.128053658426,34.2015117864258,0.711775
WDJ091052.51+344742.39,Gaia DR2 714275257715907968 ,714275257715907968,18578.9,20.02827,0.918725,137.718784547885,34.7950736463975,0.374737
WDJ091246.52+350919.31,Gaia DR2 714308105626023168 ,714308105626023168,17796.22,20.19851,0.997859,138.193623497301,35.1553135537078,1.297035
WDJ091706.08+351821.00,Gaia DR2 714503479394637952 ,714503479394637952,10102.52,20.35363,0.995076,139.275266026398,35.3057795908615,0.868297
WDJ104457.77+433726.44,Gaia DR2 781240394930784640 ,781240394930784640,11570.36,20.12178,0.997373,161.240535529499,43.6239939788106,0.796912
WDJ105322.76+420437.63,Gaia DR2 781378761596624512 ,781378761596624512,8158.827,20.41144,0.994666,163.344794549527,42.0768799497661,0.822415
WDJ105634.54+434447.48,Gaia DR2 781816642102578048 ,781816642102578048,6177.447,20.48354,0.935348,164.143735481195,43.746415545763,0.604562
WDJ111010.40+455610.81,Gaia DR2 782423160204545024 ,782423160204545024,18923.25,20.09669,0.995545,167.543279376066,45.9363348253795,0.955563
WDJ105127.38+441657.04,Gaia DR2 782587331034097792 ,782587331034097792,12927.23,20.00108,0.943693,162.863946686554,44.2824673170563,0.271067
WDJ110710.10+472843.53,Gaia DR2 783546551850147968 ,783546551850147968,11541.89,20.01303,0.921501,166.792018659687,47.4788493451428,0.303583
WDJ112752.23+452422.16,Gaia DR2 784597826701644288 ,784597826701644288,9296.988,20.05126,0.993429,171.967839462873,45.4061100948858,1.171815
WDJ112441.69+461213.35,Gaia DR2 785623155653781888 ,785623155653781888,10291.3,20.07843,0.995199,171.173454299981,46.203649075967,0.694881
WDJ112441.34+463553.76,Gaia DR2 785682151323681024 ,785682151323681024,5273.384,20.14248,0.87604,171.172642563413,46.5981735749194,0.384811
